Tweets,Decision
hot blonde twins shake their asses https://t.co/iudbithhfh,No
when you realize that all of our fat asses seriously broke a dock last night ______,No
rt @pc_gamer_squid: i've been a gamergate supporter in the past.  my background photo is tracer kissing her girlfriend.  you're a tard.  htƒ,Yes
@theageofvader it's possible to respect women and admire their asses,No
@suntrustt we need ppl looking out for our messy asses before we get messy!,No
@auntiewitchie25 @annacabillo theyre each other's tard as well __  #aldubwelcome2017,No
underground toys doctor who dalek projector alarm clock - free 2 day shipping https://t.co/cieif5bmjw #drwho #tardƒ https://t.co/of60aq23ul,No
@dianesymone w/ our fast asses,No
____ add my snapchat in my bio! and watch me live on webcam #nsfw #porn #sexvideos #asses ____,No
bbw xxx sex #top 10 asses in porn https://t.co/12ymxvi0ua,No
pattayagirls porn #big asses strand fucking video https://t.co/0m29uqpyvv,No
i spent christmas eve with the gay side of my family this yr and it was so lit lmao we drank a ton of wine and danced our asses off ______,No
two russian teens share a huge cock in their asses https://t.co/zrw3fgskpa,No
@cnnpoliticsto poopy an ben u did nt wontthat black man to speak u both racist bastard u all do that allthe time iv e watched u u asses.,No
dumb asses have the ac at 60 and its cold as fuck inside too.,No
precious asses suzies https://t.co/mcyshw3udq,No
rt @bitchbeatit__: y'all not excited for christmas anymore cause y'all not receiving gifts when ya grown asses should be giving gifts  growƒ,No
but y'all fool asses still drafted him https://t.co/ukadhnphm1,Yes
awww i love you too shithead ____ https://t.co/vuyfoyosd6,No
two sweet asses with angel cakes and angelina castro https://t.co/enevpvc6gq,No
i'm still young and learning niggas and learning how to deal with y'all asses accordingly but omg y'all niggas can run me up the wall !!,No
@brownfractals i'm just trying to help my sister's out  who don't realize the kkk can't stand their asses @ronr55128000 @sweetatertot2,No
amatur nude teen #fat asses sexy https://t.co/5lrakjslft,No
@5lugnuts bunch of fake asses.  :*,No
asses dont getarnt https://t.co/vb0v95xrnk,No
anal-loving cocksucker with big naturals https://t.co/n5vncd85hc,No
its christmas.... take yall bitter asses somewhere ook!!,No
my parents act more immature than i do  and are completely making asses of themselves at my grandma's house tonight. i feel embarrassed.,Yes
so y'all dumb asses gone keep giving the same nigga 20 chances? __,Yes
@aquabirdie my husband is proof that you are not obligated to become a racist asshat because your parents are racist asshats.,No
update: i am successfully shitfaced. just thought i'd let y'all know.,No
i look like a furry cuz none of you lame asses dressed up ____,No
rt @isick_richard: don't drive drunk tonight!! if you need a ride  don't text me because i'll be shitfaced but you better figure it out damƒ,No
my motivation for going to the gym is going home and beating those dude's asses. bet. ______,No
rt @tobylee24: i hate my damn friends. annoying asses.,No
they r the least to be agnowledged they got their bs need stop rubbin their shitty asses in my face,No
i'm going to beat their asses if they don't shut up,No
@yoitsaliciav duh cause i'm buying us shots and we're going to dance our asses off!,No
y'all some anonymous pussies lmao scary asses,No
supercute blonde honeys toy screws asses https://t.co/l2we66scii,No
just took christmas pictures with our asses out in front of the tree #christmasspirit,No
the dumb asses that make threats dont realize they can have the law called on them https://t.co/7vwtuigf5p,Yes
@emremeinman compliment you fucktard,Yes
rt @lylyhoruhb: ultra stunning sexy lesbians asses https://t.co/qehxrp4avd,No
"someone cut a hardboiled egg in half and it looked like a heart. then they said ""jesus christ shows his love in many ways.""   crazy asses. __",No
@mvpdurham29 yea  that maybe  but im just a lovable asshole..asshat..ass.. yea im just a lovable ass. ______,No
rt @trader2025: @conflicts just show that @turkey is not such are great military force @rt_erdogan they are getting their asses kicked everƒ,No
@chulbul69 @katrina83khan @moan_therapy @hameedeastlondn ask rehana to pu on a giant strap-on and then u can fuck our asses together,No
lmao rousseys transphobic shithead self lost in 48sec 2 a gay gal im living happy new yr 2 every1 but heterosexuals ________,No
yÍall betting these bitches for nudes on 8ball. smh  thought yÍall were just playing friendly gamesƒ.sick asses,No
petty shithead. https://t.co/otlpxmareh,No
@joylightin @rickdroit @allenwestrepub well you can post your shit somewhere else. not on my link or on my page.  get lost asswipe.,No
everyone went out tonight i see....__ with hall drunk asses! my snap live because of y'all __,No
i love them so much that's it's the only reason i didn't leave there drunk asses at my tias for the night. they were wild tonight,No
cheating asses https://t.co/lagq26u1ux,No
someoimes i just wish i had more asses to tell people to kis .,No
@exwhuemployee hurry up i have  to go and get shitfaced,No
fucktard account. https://t.co/o39ad7zpgq,Yes
rt @zekey041: then drop on my shit   on they asses,No
i'm so glad jesus was born  so we could get shitfaced eat fuckloads and get presents! https://t.co/xzl72jh8o4,No
rt @lilodukes: if u cut me off recently im glad u did! i feel as if the fake has left my life. fake asses ____ lol,No
@drewjay what an asshat.,No
@morgannxx63 nope each of my exes gave me one lmao. i'm over they asses but not my sisters __,No
rt @annetteskinne17: @unme4evanalwayz @lovehiphopvh1 yessss  doris you tell them desperate asses all mona scott is just using them 4 the rsƒ,No
lol i always befriend the shadiest people on the planet__ its like i literally chose their fake asses on purpose__,No
nur harias rt soylatinas: 10 asses the most attractive of this month https://t.co/65gzyoehpj,No
@nabihmezher rojo worse! 2 legs! a rookie amateur fucktard ref would give him a red.,Yes
i hope these asshat children would set explosion to their fingers,Yes
@sunlorrie @abc what an asshat!,No
@foxville_art the one character that had 0 positive development. giant asshat till the end.,No
why y'all bitches gotta follow my boo on social media now? nosey asses.__,No
my brother is an asshat! 33 years i've waited for a niece and now 12 days overdue i think they're just doing it on purpose! give me a niece!,No
doesn't help that the guy she's dating is a complete asshat but she doesn't see that.  i just want to slap her right now. __,No
"i don't want a lot from my spellcheck but i do wish it would lean i want to say ""shithead"" and not ""shothead""",No
@jen_suprena that's why bernice looks so fire she understands the ass to thigh ratio fat asses need thick thighs no chicken legs,No
skinhead girl nackt #sex asses https://t.co/rvjkhnsoud,No
@anadroid614 ffs :( hopefully that will fill your asshat quota for 2017 and the rest of the year will be smooth sailing,No
"how to pronounce and say ""asshat hacker"" rt_ https://t.co/w03fq3l6lr _please like",No
@tatt3rsall we  as a family   are shitfaced,No
@stephenmoore you disingenuous shithead  go fuck yourself bud!,No
big boobs teen cocksucker homemade video https://t.co/w048bskyjn,No
rt @i_madehim_wise: hell nah!!! y'all asses shouldn't have been being hoes! you can't unfuck nobody! body count still 99! https://t.co/mef8ƒ,No
#porno hunter nude hot asses https://t.co/nr2m1uld06,No
don't care but women eating men's asses still spins me. as biased as that is i get scared at the thought. the hair __,No
they got an emoji for y'all snatching asses __  every time u lie to me ima send the __,No
im okay w not going out but like bitch i did my makeup i look good my highlight is poppin but u just left me bih im gonn block their asses,No
@jcdoctson no  you are. fuckhead. turn off your tv and talk to some actual israelis. good luck ideeot.,Yes
an ambitious cocksucker https://t.co/lp8ay4lqir,No
@dreamerbeast @cornellwbrooks @wilw @naacp @alabamanaacp hilarious sitting on their lazy asses so edgy #losers,No
aye wake y'all asses up!! https://t.co/uumughpypi,No
@ruthywire oh we weren't playing shithead ____nah just kidding we were,No
rt @graycieanne: 19 years ago today..... yalls bitch asses were blessed with me__,No
rt @maydaygyeom: they're still here imma slap their asses if thy don't leave in the next 10 minutes,No
@jihyeongsus die fuckhead,No
https://t.co/iprmwqmx1i fat asses compilation part 1 #porno #clips #milf #teen #sexl #ass #porn click here https://t.co/uv3s4h8bev,No
rt @thxmockingbird: _~ agente de s.h.i.e.l.d. _~ || bobbi morse ||  _~ mockingbrid.  Ërt? _avengers assemble! as in get your asses up aƒ,No
velvet crowe came into all of our houses  kicked our asses  and we were grateful,No
@baddriversla @baddriverscfl @nebraskadashcam @youtube you asshat xd,No
i think i hear my cousin and brother sneaking out ______ dumb asses,No
one more gay @ name imma beat all y'all asses,No
"rt @dirtroadleezy: ñ@_rahsaansmom: ñ@mzquitatrapflav: 3 asses nd 5legs what the fuck hahaha https://t.co/zgjgjatupzîî____î "" she got that bitƒ",No
@drnickbailey hey dr nick  what's a 'fuckhead'? is it the helmet part of your penis (only bigger)?,No
yall can keep yall confused asses on twitter accusing ppl of rape.,No
@edwerderespn weak response from the league!  can't talk about protecting players safety and cover your officials asses at the same time.,No
@thatguyaj i had to leave their asses alone. they just random af lmao.,No
lol stop playin w/ us shithead.... https://t.co/6oty2t3rmh,No
@bigxpeez bad asses shouldn't have wasted my fucking bread,No
everyone download vine and laugh your asses off #bringbackvine2016,No
____ come see me on live cam right now _ got to my profile and add my snapchat! #nsfw #porn #sexvideos #asses ____,No
@1oldgoatto @abc one of her wealthier clients tried to cheat her nominal charge  she told him and his wife to get off their asses and do,No
amateur granny cocksucker avaler https://t.co/makcpfzv9y,No
im already petty that they didnt include hoseok who btw will slay your motherfuckin asses if he joined,No
click here to watch the movie:  https://t.co/tszrg8rv6w jada stevens and jynx maze clean out their asses https://t.co/wxsi9x59jg,No
half of your parents would be shocked to see how yall be coming on social media lil thot asses mfs be having... https://t.co/rgdpe1ovgy,No
@bezo oh i'm a tard carry on __,No
@roccosteelenyc an asshole told me that u had retired but i know that isnt true because there many more asses that need be pounded by you,No
"rt @uhh___briana: females be so damn dick hungry that's why y'all asses always end up ""hurt"" slow down  get to know the nigga first  just kƒ",No
