Tweets,Decision
@carlpaladino hey cunt face  what sound does 10 lb. of mafia shit in a 5 lb. bag make when it hits a wall? wop time we depot your ass,Yes
i'm a chicken niglet__,No
@lulzkate  chink food,No
rt @carloscande_: beaner on the loose at la azteca meat market forest ln. @icegov https://t.co/ntcicbtmcu,No
#paki teen tube free videos of sexy girls getting fucked,No
when i smile i chink hard but only in one eye __,No
"in 2017 let's hope that people stop using the word ""chink"" casually....fyi it's a racial slur__",No
#mini bikini sex paki full naked fucking https://t.co/n2uexn2gnc,No
@conflicts whenever ther is a terror attack  some paki connection coming up is a given..,No
#vinyl finds mac boswell &amp; the outcasts i thought you knew/rang dang do lally - teen/doo wop  https://t.co/t5zam1fxj7 #records #7inch #45s,No
@haidergillani10 @ojashwita why paki r so worried abt our toilets? r they looking for jobs as sweepers? don't worry we r making many toilets,No
@deadlyrooney @manutd ffs  you'rr actually a paki fan.,No
asian paki girlbootysexybody https://t.co/vfpehy5v7w,No
"somiekhasomhi : ""a blue flower grew from a chink in a wall of ice  and filled the air with sweetness."" #jonsnow ƒ https://t.co/syvi81ex3e)",No
2010 duds churchman louboutin jigaboo suede plexure bellboy: iqfm https://t.co/tqrzb6ntlr,Yes
save a block. paki like po yung comment ni richard fronda https://t.co/mqcn8e1cak,No
but 70% of paki media is dedicated to what is happening in india and giving it angles! https://t.co/kjzrrvdccf,No
a little chink of festive sunshine is beaming in the windows at my mum's house. chocolatesƒ https://t.co/lxfsj56d8f https://t.co/c9pw97cn6l,No
@imrraww @zeiott @apexcitys @winivity what did this dumb paki do now,Yes
paki army(fc) gunned down a taxi driver in #kohistan #kpk when the people came out to protest they turned their gunƒ https://t.co/ux9pynrnpk,No
#emo girls naked downloadable porn pics and videoes paki sex tube https://t.co/qhrxldtese,No
real paki sis and bro sex https://t.co/nbfhneky8h #real #paki #and,No
@kryzzamelhilay chrueee. @dost_pagasa paki-inform us when ang next sched ng rain of blessings. tysm __,Yes
rt @sugarkinqueer: @kinkshamer @sadprank @presidentophile so do you hardly post selfies because you're ugly  because of your deformed chinkƒ,Yes
#paki girls nude hardcore fuck naked cartoon character,No
she luvs her sex toys and her fat hairy paki lover https://t.co/6emy6iljjh,No
rt @litfrank: chink n pink https://t.co/qqhhm2vzzv,No
@zetnf think ur the worst there ruski )),Yes
@meherbokhari when i say stereotyping you don't accept. how many times paki media will loop so caled baghi daghi hashmi? national interest?,No
got mario tennis/kart and 2k side by side all day. wop is bangin all day.,No
rt @sj_bugti: more than 50 houses in sui have been demolished by paki army in past few days  hundreds of families have become rooƒ,No
chink „ cuck https://t.co/afnryemhy0,Yes
trump inherits political and economic titanic-warren pollock | greg hunterÍs usawatchdog https://t.co/p0rzp6sax3 via @usawatchdog,No
so happy i got flannels wranglers and route 66 boots for i can pull the blossom thotoms this summer issa honkey tonk hoe down.,No
rt @aaantwon: fetty wop type https://t.co/fjlc0tec8y,No
@debswim2010 @fingalnancy dont want to get deb dab doo wop beat d9wn,No
#paki sex pic nude free girls and women mature porn movs,No
rae scremm  wop  mike will!,No
@nawashireboot it's over hyped but i'm a jdm fan and enjoy chink cars,Yes
@phroyo_ lauryn hill -doo wop,No
lmao welson iphone no gook spic fucking faggot moron,Yes
jakob183 nigger: a fully grown niglet https://t.co/apnjylrymn https://t.co/9dhgd17fvm,Yes
rt @sadittyjas: i'm tryna almost lose my life new year's eve night . what's the move ?? #wop,No
@glittermaricon beaner  spics are dirty annoying puerto ricans :d,Yes
typical paki selectors. when a player plays good let's never pick him again __ https://t.co/qsflknu4av,Yes
@avarakai and they granted death will be the headline for the paki express or the peaceful,Yes
#toldjaso #berlin attacker was #paki #refugee fm #pakistan https://t.co/xeuswijyai,Yes
and if i can add more: kaitlyn aurelia smith (both alone + with suzanne ciani)  emma pollock  atcr  gold panda  frank ocean  roisin murphy.,No
#one night sexy paki british sexy girls https://t.co/elmydj0iwy,No
abu azmi is head of dawood paki fake currency network! @rajnathsingh,Yes
rt @bluntofloud: when bitches think they can't be touched &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; ____  bitch i will molly wop yo ass ! ______,No
@unabety @mike_trill33 get yo fetti up beaner https://t.co/v35ksflpv9,Yes
ñcalm self-confidence is as far from conceit as the desire to earn a decent living is remote from greed.î „channing pollock #quotes #mlm,No
@smarmyeod being an illiterate spic  he obviously isn't. __@eternalquest27 @demon31g @karmasupra16,Yes
i know that u dumb fake beaner fuck ur so stupid https://t.co/el1mldkmfp,Yes
yea she getting wop,No
@jrizzle1861 i fuckin love michelangelo ok and i respect whatever the hell pollock did,No
ok emily stop being a chink,Yes
@omgadamsaleh dumb paki go 9/11 your corner shop,Yes
lil chuckee - da wop https://t.co/zb2kwsl20h #100doitallradio.com #nowplaying,No
paki-explain. please.,Yes
@davidbilbert @realnaderyounes @brownjayson @lexo15 adam salah is a sand nigger that needs to be put in a camp  i worry for other people.,Yes
rt @jsmm_sindh: #savesindhimissingpersons 11.  muhammad rahimon abducted by paki rangers &amp; isi. septuagenarian #jsmm leader missingƒ,Yes
wop ain't playin __,No
thanks to emma &amp; lara  barney &amp; clyde's goat house is spic and span. #volunteersrock #flightofthebumblebeeƒ https://t.co/ql4pif8hcr,No
@gauravcsawant might be paki or afghan..yet to confirm..i guess?!,Yes
shelvey 5 game ban for 'racism' aguero 4 game ban for that 'tackle' on luiz  i'd rather get called a paki than be tackled like that tbh,No
rt @akaraloh: @zehstard - stupid beaner ____ / my nigga for 4 years and don't stop playing wit me when u join em __,No
test chink,No
wop ft sosa and bankroll x bring them things __,No
@mfletcha18 obviously nothing we have now can stop them niggers island beaner niggress not exactly a welcome imc-inu-prf-1612261631,Yes
paki pathan guy fucking pathani girl https://t.co/7vzweg4vio #sexvideo https://t.co/hcyupbr8ar,No
@murtazageonews what about paki politicians,Yes
thanks david heeb for following me on twitter! check this out &gt;&gt; https://t.co/smbutjzixq,No
@ashelnegro i wanted to call him a cousin shagging honkey but i thought i'd leave that part out.,Yes
the enemy of my enemy @jtsweezo is my friend @eutimioc2. what's the plan? know any ruski hackers? #sweezyleaks https://t.co/zvtiqjgx7t,Yes
rain drop drop top  now do the wop  wop  wop  wop  wop,No
they don't let honkey tonkers up in heaven?,Yes
why is noah callin sam a beaner and he said bye mexican omfg,No
"so that's what orlando brown meant by ""mmmm bop du wop du pop du wop oh yeahhhhh yeayyyy!""nasty bruh nastyƒ https://t.co/rmpibnhvmb",No
heard youre a baguette eating frog „ heard your a gay paki https://t.co/wvzribr6ui,Yes
paki sexy women fucking pict #horny maid sex https://t.co/kxtfocdqcq,No
rt @hindurajyam: @vickiisvijith1 i keep a malayali christian at bamboos length. you can trust a snake or a paki jihadi not a malayali chrisƒ,Yes
@namdrikj ya' chink,Yes
@raj_out @pnkunicrnbb haan kiya tha but srk n his gang kjo were more supportive .dear zindagi adhm raees in all paki movies srk is involved,Yes
#naked paki girl youngest sex vid https://t.co/xfpgbb0kq4,No
thats right a spic put cuffs on me for almost knockin a bitch ass nigga out,No
@zehrirubina as u r media person is it possible that these counting is possible without valid docs of proving paki national??,No
@takeatrip2paris bitch don't play with the wop.. fuck,No
rt safridiofficial: quaid-e-azam's heroic struggle for pakistan  inspired generations. our motto should be unity  faith &amp; discipline. #pakiƒ,No
wop found a better link,No
@chiverss_ youre my chink,No
@sueanna_dodd @ktomanila  congratulations sue! paki dala lahat ng oppa dito haha! just kidding! again  congratulations you deserve it :),No
david jones  and ron carroll - you and me (paki  jaro rework radio),No
@madamlucymo  ma'am paki search  nyo po .. sa fb need to vote asia international award   mayward anewbeginning,No
@ixcyy @mowguii step back you jungle book looking jigaboo,Yes
@duaiity jesus buy a coke can from paki shop and please put it in,Yes
some of y'all gotta turn off allat drake n shit and crank some wop! sound like str8 pussys crying all on twitter n shit,No
shoutout to the hot dog lady from denim because she always gives my beaner ass extra jalapeÐos,No
mon prefere paki vip putain sheen javed https://t.co/fhpel225gz,No
elton john 3 album record lot a single man honkey chateau  goodbye yellow brick https://t.co/hl2eun0gbs https://t.co/3hnjuaifoe,No
sarmachars attack on paki forces camp with rockets &amp; automatic weapons  several offical killed &amp; injured in #dirachkoh_dasht #balochistan,No
"rt @vocalslm: little mix covering ""doo wop (that thing)"" by lauryn hill!! https://t.co/plu0o4ewxs",No
course embrangled inaustralia skillselect visas in behalf of jungle bunny residents: rmw https://t.co/klti50hxps,Yes
i liked a @youtube video https://t.co/ajkrb9f1ij fight network's 2016 fight &amp; fighter of the year with john ramdeen  john pollock &amp;,No
my favourite thing i got and it was an ironic gift from the paki shop https://t.co/rs7b9g12tn,Yes
@vishalp08216617 @sikanda28115121 @quideazam1948 hhhh u paki only can do block because u can't debate and u all pakis were indians,Yes
nowplaying whatchu need  - wop feezy @wopdaboos215 x @feezyhoudini  #knsradio  04:50,No
@shahid_siddiqui its wrong to call u paki.u r a jehadi who wants whole world to come under sharia.u r only 4 caliphate not any otger nation,Yes
posted from sidewalk pollock on 12/26/2016  at 12:54 https://t.co/ffhjb4lnyl,No
posted from sidewalk pollock on 12/26/2016  at 12:52 https://t.co/cu4usgvgbo,No
posted from sidewalk pollock on 12/26/2016  at 12:50 https://t.co/gnt5ngy9pe,No
@mustahtaba what in the end if he is again a paki,Yes
fucking paki girl #anal insertioin girls https://t.co/qxskvqvhst,No
#paki girls naked drunk skinny blowjobs https://t.co/ex8tq8kgmc,No
@_namrataa as they r confused abt their ancestors.bt for sure we all know why paki cricketers use these words as a whole sentense __,Yes
@robyrozzay is it as bad for other minorities too use it? or just kinda weird like black guy using chink,No
are you guys okay? paki answer naman. @asapofficial #asapaskboybandph,No
society for promotion of it in chandigarh _ spic (system administrator post) recruitmentƒ https://t.co/drjxviugts,No
@mediacrooks  truck driver rammed into christmas market is peaceful paki refugee.  https://t.co/mdc3eqlgqk,Yes
paki backed terrorists #taliban target tribal elder near a mosque in western #herat city leaves 6 wounded  #afghanunity against terror,Yes
rt @stkatesoftball: proud to announce rae beaner's commitment to st. kate's softball! welcome to the wildcats! https://t.co/qxambsevlb,No
man it feels like i haven't tweeted since last year.   wop womp __,No
@ryfash @_tarrae nah  i heard that got repossessed after he mmmbopped raven's doo wop,No
come on sugar / peek-a-boo donnie elbert  * hot doo wop jiver  * https://t.co/q1n8jv4vwi https://t.co/gatw6hbnqy,No
my little #paki #bitch is happy im back to humiliate her!! she doesn't celebrate christmas so let's give her a presƒ https://t.co/ilzhzgb0cv,No
i be listening too the most beaner music now lol,No
kem - doo wop christmas (that's what christmas is all ab https://t.co/1u3ordsfmh #nowplaying #listenlive,No
#action fuck teen paki sex movies,No
rt @eclectante: rt @marioandreolini  jackson #pollock - shimmering substance -1949 #peinture  https://t.co/mwwukehjym,No
#paki girl being fucked video barbie blank nude pictures https://t.co/icakb1i4kv,No
lot of 40 doo wop 45s var groups labels dovells platters earls etc vg- e1432lot https://t.co/k4fsp7lkyt https://t.co/nbna6y5llk,No
trust me i feel like the man trust me i feel like the wop,No
@talibkweli is a sand nigger,Yes
we are unbelievably proud to again supply such a bevy of beauties to pollock scotrans ltd. these 8 actros 2545ls gigƒhttps://t.co/bz5kep9qmn,No
@ranjoyceep why sad? paki explain,Yes
@aqpk every action has reaction. if iran join russian and chinese group with pakistan then u simply lost arebia support. big price for paki,No
@wiakylia shut the fuck up chink frog nigger,Yes
#paki shaved arab women prefering anal https://t.co/qua2ptkjoj,No
#funny song about sex fat paki girls fucked https://t.co/lkfrap8m9k,No
niel mckenzie's throw downs (throwing into duckpond nets from park drive end) &gt; shaun pollock from umngeni end.,No
